languages_used,index_numbers,mixed_clip_filename,transcripts,utterance_ids,total_duration
"hi, hi, hi, ne-NP, hi","2926, 1819, 3362, 76, 543",mixed_clip_410.wav,"आपको तो यहाँ होना भी नहीं चाहिए। | गंदे नोट और सिक्के, आपको बीमार... बहुत बीमार बना सकते हैं! | इन गलतियों के कारण मुंबई ने हैदराबाद के खिलाफ गंवाया मैच: बॉन्ड | जनतालाई स्रोतसाधनबाट बाहिर राखे । | और यदि वह ग़लत हुई?","3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3",20.843999999999998
"hi, hi, hi, hi","1012, 3379, 2346, 4414",mixed_clip_411.wav,"जब बटला हाउस एनकाउंटर पर रोई थीं सोनिया गांधी... | उसने अपने राजा की वफ़ादारी से सेवा की। | क्रिकेट का नया वर्ल्ड रिकॉर्ड रोहित, विराट, स्मिथ और बेली के नाम | पागल प्रेमी की करतूत, यूनिवर्सिटी में लड़की को पेट्रोल डालकर जलाने की कोशिश","d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a",18.0
"hi, hi, hi, hi","1429, 1855, 2292, 3351",mixed_clip_412.wav,"श्रीनगर: पुलवामा में एक आतंकी ढेर | लड़कियों से ज्यादा लड़के शीशा देखते रहते हैं: प्रीति जी. जिंटा | इस देश की लड़कियों को मिली स्कूल में शार्ट्स, पैंट पहनने की इजाजत | अफवाह है कि टॉम गे है।","d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a",18.756
"hi, ne-NP, hi, hi, hi, hi","3804, 21, 403, 4132, 2415, 3917",mixed_clip_413.wav,"यह उपन्यास बहुत रोमांचक है। | मलाई बाबालाई फोन गर्न याद दिलाउ है । | वह बहुत सुंदर है। | लोजपा लालू का साथ नहीं छोड़ेगी: पासवान | तीन में से एक बच्चा कुपोषण का शिकार, यूनिसेफ की रिपोर्ट में दावा | टॉम का घर पूरी तरह से तबाह कर दिया गया।","3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a",20.376
"hi, hi, hi, hi, hi, hi","471, 1219, 2151, 3316, 3640, 2658",mixed_clip_414.wav,"तीनों आदमी मुस्कराए। | लालू ने गुजरात में बीजेपी की हार का किया दावा, दिए ये तर्क | कल पार्क में एक भी बच्चा नहीं था। | वह तुम्हारे सर के लिए बहुत छोटा है। | चाय पीते हैं। | उसे केवल एक गोली से मारा गया था।","0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a",20.484
"hi, hi, hi, hi, hi","2546, 2817, 3370, 1869, 2803",mixed_clip_415.wav,"इस कंपनी में नौकरी पाने के लिए रेज्यूमे नहीं, लिखना पड़ता है लव लेटर | क्या धूम्रपान बनाता है आदमी को मूर्ख? | ग़लतियाँ करने से मत डरो। | फैक्ट चेक: क्या है मोदी और हिटलर की किताबों वाली वायरल तस्वीर का सच? | बस एक ही दरवाज़ा है।","3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a",19.548000000000002
"hi, hi, hi, hi","319, 1730, 1392, 2352",mixed_clip_416.wav,मुंबई में बोले पीएम मोदी- गणेश विसर्जन को प्लास्टिक फ्री मनाने में करें मदद | दिल्ली सरकार ने निजी स्कूलों की मनमानी पर गठित किए शिकायत केंद्र | सरेबाजार युवती से छेड़छाड़ और मारपीट | मुसलिम तो वह है।,"0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc",18.072
"hi, hi, hi, hi, hi","3977, 1282, 1703, 2953, 1934",mixed_clip_417.wav,"टाटा नैनो की ब्रांडिंग ही गलत, बुरे दिनों से पार पाना मुश्किल | जस्टिस रवि रंजन होंगे झारखंड हाई कोर्ट के नए चीफ जस्टिस | यूपी: गाजियाबाद पुलिस और बदमाशों के बीच मुठभेड़, एक गिरफ्तार | उन्हें टॉम चाहिए। | पीएसी के समक्ष उपस्थित हुए सेना प्रमुख","3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc",20.268
"hi, hi, hi, hi, hi, hi","3036, 1829, 4174, 3013, 2087, 2879",mixed_clip_418.wav,तुम स्टारक्राफ़्ट बड़ी अच्छी तरह से खेलती हो। | Nubia Alpha: इस अनोखे स्मार्टफोन को आप कलाई पर बांध सकते हैं | मुजफ्फरनगर में रेप में नाकाम देवर ने भाभी को तेजाब से झुलसाया | इस देश में कभी भी बर्फ नहीं गिरती। | अर्थात्: कल क्या होगा? | 'मुंबई का हीरो' में हॉट प्रियंका चोपड़ा,"3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a",20.556
"hi, hi, hi, hi","4088, 4325, 2413, 4423",mixed_clip_419.wav,"देखें- कैसे धोनी की पैनी नजर ने युवी को दिलाया जीवनदान | NewsWrap: एक साथ पढ़िए शनिवार सुबह की बड़ी खबरें | राष्ट्रीय मुस्लिम मंच ने कहा- जानवर की न दें कुर्बानी, केक काटकर मनाएं बकरीद | नदी में मछली पकड़ने गए मछुआरे को बाघ ले गया","3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a",18.0
"hi, hi, hi, hi, hi","2329, 1256, 3075, 3062, 1471",mixed_clip_420.wav,"पहलवान बजरंग पूनिया को मिला ओलंपिक का टिकट, रवि भी जाएंगे टोक्यो | जब इन सितारों का अपने ही टीचर्स पर आया दिल | बस एक मिनट रुक। | मिशेल के जन्मदिन पर ओबामा ने दी शानदार दावत | युवाओं को भ्रष्टाचार का खात्मा करना चाहिए: कलाम","d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc",20.808
"hi, hi, hi, hi, hi","353, 4382, 703, 4304, 1509",mixed_clip_421.wav,वह अपने कर्मचारियों के साथ अच्छे से निभता है। | स्वर्णिम आवाज के धनी खेल कमेंटेटर जसदेव सिंह नहीं रहे | मैं तुम्हारी भाषा समझ सकती हूँ। | ट्रिपल मर्डर में पहेली बना एक ताला | कर्ज नहीं चुकाया तो कंपनी पर बैंक का नियंत्रण,"0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc",19.548
"hi, hi, hi, hi, hi, hi","2884, 1891, 3751, 1148, 3886, 1822",mixed_clip_422.wav,"बैंगलोर ब्लास्ट में अब भी सुराग की तलाश | दिल्ली यूनिवर्सिटी में दाखिला पाने का आखिरी मौका | हम बुरे लोग नहीं हैं, टॉम। | इस वजह से कार लगती है बेकार! | टॉम मेरे लिए काम करता था। | राजा मुद्दे पर कोर्ट की टिप्पणी पर प्रधानमंत्री स्थिति स्पष्ट करें: विपक्ष","3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc",19.584
"ne-NP, hi, hi, hi, hi","119, 1438, 3255, 4055, 3122",mixed_clip_423.wav,"मैदानबाट सुरू भएको करीअर मैदानबाट अन्त्य गर्ने थियो । | मोदी नहीं चाहते कि शिवराज, वसुंधरा और रमन सिंह की जीत हो: दिग्विजय | तुम अच्छे से सोये क्या? | जम्मूः भारी मात्रा में हथियार और गोला बारूद बरामद | हमने मुनाफ़े को अपने बीच बाँटा।","9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a",20.195999999999998
